2006,2007,2008,2009,2010,2011,Cantón,Provincia,Variables
1.627342,1.668524,1.897817,1.645934,1.789791,1.819678,Escazú,San José,Índice de competencia
0.9181308,0.8910269,0.932039,0.9096715,0.9539253,0.9728249,Goicoechea,San José,Índice de competencia
0.299519,0.329928,0.3086845,0.4002053,0.4571677,0.3162445,León Cortés,San José,Índice de competencia
2.104624,2.085997,1.836817,1.903942,2.060647,2.000073,Montes de Oca,San José,Índice de competencia
0.6598224,0.6901397,0.6847055,0.776727,0.7572825,0.7194162,Mora,San José,Índice de competencia
0.9315134,0.9092808,1.024864,0.8910992,0.9570106,0.9825867,Moravia,San José,Índice de competencia
0.8170441,0.8229403,0.9074964,0.8241431,0.775744,0.8094321,Pérez Zeledón,San José,Índice de competencia
0.606035,0.5348979,0.5210777,0.5152454,0.5284086,0.5285134,Puriscal,San José,Índice de competencia
3.159512,3.052168,3.046191,3.036001,2.907038,2.805247,San José,San José,Índice de competencia
1.08821,1.28314,1.405456,1.121742,1.191882,1.154061,Santa Ana,San José,Índice de competencia
1.28099,1.383206,1.280485,1.324415,1.298691,1.142663,Tarrazú,San José,Índice de competencia
1.181111,1.182547,1.188397,1.060343,1.064385,1.05119,Tibás,San José,Índice de competencia
0.1449797,0.0681077,0.2831879,0.0857451,0.1578105,0.1462566,Turrubares,San José,Índice de competencia
0.5346725,0.4946416,0.5878553,0.552363,0.5927967,0.6197485,Vázquez de Coronado,San José,Índice de competencia
