2006,2007,2008,2009,2010,2011,Cantón,Provincia,Variables
37.37882,36.50421,29.05671,14.90646,22.30431,21.92239,Hojancha,Guanacaste,Metros cuadrados de construcción nueva por km2
7.970501,6.093682,4.746055,3.950092,16.52674,6.920092,La Cruz,Guanacaste,Metros cuadrados de construcción nueva por km2
60.71928,92.37598,88.85292,24.84856,23.01362,18.09053,Liberia,Guanacaste,Metros cuadrados de construcción nueva por km2
18.85228,22.59624,22.86998,19.42094,15.21074,10.79392,Nandayure,Guanacaste,Metros cuadrados de construcción nueva por km2
42.86205,51.12572,50.3168,36.96146,23.23161,16.47641,Nicoya,Guanacaste,Metros cuadrados de construcción nueva por km2
175.8989,145.1849,122.6767,52.61313,49.93126,38.88936,Santa Cruz,Guanacaste,Metros cuadrados de construcción nueva por km2
29.41612,34.14257,28.49809,22.6484,12.04562,18.80865,Tilarán,Guanacaste,Metros cuadrados de construcción nueva por km2
668.1945,432.3721,686.8551,341.857,411.0722,464.991,Barva,Heredia,Metros cuadrados de construcción nueva por km2
2909.217,1704.245,1734.205,1831.985,1368.927,4879.725,Belén,Heredia,Metros cuadrados de construcción nueva por km2
4468.992,4633.787,5937.344,1608.866,2532.979,3345.458,Flores,Heredia,Metros cuadrados de construcción nueva por km2
624.0806,556.2845,621.5147,353.6218,531.79,594.9887,Heredia,Heredia,Metros cuadrados de construcción nueva por km2
927.7588,853.277,771.4138,482.4999,588.6216,868.8929,San Isidro,Heredia,Metros cuadrados de construcción nueva por km2
4817.698,6338.161,4457.536,3052.081,3396.174,3094.312,San Pablo,Heredia,Metros cuadrados de construcción nueva por km2
974.2854,776.2251,680.3362,356.3597,660.3524,1357.882,San Rafael,Heredia,Metros cuadrados de construcción nueva por km2
477.9373,444.3922,343.0993,254.4351,267.2705,278.2079,Santa Bárbara,Heredia,Metros cuadrados de construcción nueva por km2
3382.253,1559.3,2748.702,1159.048,2068.773,1870.338,Santo Domingo,Heredia,Metros cuadrados de construcción nueva por km2
7.943175,8.857824,10.59636,7.219878,8.140141,10.31752,Sarapiquí,Heredia,Metros cuadrados de construcción nueva por km2
16.67834,31.07369,58.0758,37.0969,35.65528,65.93617,Guácimo,Limón,Metros cuadrados de construcción nueva por km2
14.48931,14.97208,9.825182,9.536539,4.571879,15.8182,Limón,Limón,Metros cuadrados de construcción nueva por km2
7.222274,6.900938,9.349826,17.07872,6.558871,15.82966,Matina,Limón,Metros cuadrados de construcción nueva por km2
18.3866,33.45242,32.79243,18.51352,26.50501,26.85582,Pococí,Limón,Metros cuadrados de construcción nueva por km2
14.43799,22.7451,11.25109,23.41033,16.77913,11.53189,Siquirres,Limón,Metros cuadrados de construcción nueva por km2
3.114848,4.121646,2.477639,4.144186,2.93059,3.914132,Talamanca,Limón,Metros cuadrados de construcción nueva por km2
66.15745,46.87516,40.12223,55.20415,23.00081,19.15907,Aguirre,Puntarenas,Metros cuadrados de construcción nueva por km2
5.13258,5.609949,4.768669,3.98759,4.168195,47.29885,Buenos Aires,Puntarenas,Metros cuadrados de construcción nueva por km2
15.66988,21.73388,18.09399,17.76648,21.52794,24.83907,Corredores,Puntarenas,Metros cuadrados de construcción nueva por km2
14.85493,22.02051,19.00968,13.95414,17.73508,17.15134,Coto Brus,Puntarenas,Metros cuadrados de construcción nueva por km2
78.67072,74.71689,100.3545,53.24991,48.28109,67.07219,Esparza,Puntarenas,Metros cuadrados de construcción nueva por km2
687.298,637.2964,698.3295,133.2871,77.66237,74.54437,Garabito,Puntarenas,Metros cuadrados de construcción nueva por km2
9.957027,14.86372,10.80977,12.14931,9.962728,14.48352,Golfito,Puntarenas,Metros cuadrados de construcción nueva por km2
20.92218,32.42714,34.1063,11.52947,11.93394,17.33914,Montes de Oro,Puntarenas,Metros cuadrados de construcción nueva por km2
15.25842,26.8134,27.66092,15.32428,9.94761,10.37318,Osa,Puntarenas,Metros cuadrados de construcción nueva por km2
44.41304,90.59958,102.3165,26.74057,30.16226,25.63552,Parrita,Puntarenas,Metros cuadrados de construcción nueva por km2
38.2178,42.48927,44.46752,27.65698,24.36189,21.61091,Puntarenas,Puntarenas,Metros cuadrados de construcción nueva por km2
21.49781,20.05256,24.64817,18.76204,18.68029,21.48905,Acosta,San José,Metros cuadrados de construcción nueva por km2
1291.86,895.36,807.9261,445.9559,400.2786,521.8643,Alajuelita,San José,Metros cuadrados de construcción nueva por km2
58.02116,89.46724,81.94531,44.44938,86.78041,63.83165,Aserrí,San José,Metros cuadrados de construcción nueva por km2
8953.233,6812.973,6122.785,7336.528,5340.198,7947.202,Curridabat,San José,Metros cuadrados de construcción nueva por km2
504.6682,764.2321,673.9394,161.3903,253.315,254.744,Desamparados,San José,Metros cuadrados de construcción nueva por km2
10.12483,13.3237,10.77398,7.765168,11.18619,9.21404,Dota,San José,Metros cuadrados de construcción nueva por km2
4542.446,6528.377,5006.884,5916.394,1505.489,4352.484,Escazú,San José,Metros cuadrados de construcción nueva por km2
783.5451,863.0996,2022.703,452.9146,697.1335,962.7173,Goicoechea,San José,Metros cuadrados de construcción nueva por km2
44.45123,53.1097,46.37165,31.38075,34.71666,37.75457,León Cortés,San José,Metros cuadrados de construcción nueva por km2
1708.92,1789.726,2776.146,2004.833,3905.642,2897.519,Montes de Oca,San José,Metros cuadrados de construcción nueva por km2
208.3394,165.9653,166.3789,53.98625,95.23681,132.3265,Mora,San José,Metros cuadrados de construcción nueva por km2
1261.747,1549.581,1076.461,884.746,898.058,3900.611,Moravia,San José,Metros cuadrados de construcción nueva por km2
59.83264,74.70178,77.68516,47.86349,41.03881,41.36971,Pérez Zeledón,San José,Metros cuadrados de construcción nueva por km2
39.12122,55.74859,44.24873,33.84013,35.00367,29.93578,Puriscal,San José,Metros cuadrados de construcción nueva por km2
1824.281,2735.94,3094.324,2433.967,3835.028,2286.633,San José,San José,Metros cuadrados de construcción nueva por km2
2419.61,2341.06,1459.76,636.905,1310.114,2345.276,Santa Ana,San José,Metros cuadrados de construcción nueva por km2
27.28388,43.93982,42.53531,22.26056,23.69867,22.20679,Tarrazú,San José,Metros cuadrados de construcción nueva por km2
1454.356,2723.191,2243.927,1551.289,7708.224,1635.829,Tibás,San José,Metros cuadrados de construcción nueva por km2
6.952687,9.057739,11.00401,8.44186,8.526063,6.875702,Turrubares,San José,Metros cuadrados de construcción nueva por km2
130.4518,45.19899,65.44648,39.98182,63.3083,78.40614,Vázquez de Coronado,San José,Metros cuadrados de construcción nueva por km2
